o_zone_id,d_zone_id,mode_id,cost
38,1,1,2.568156605014656
38,2,1,3.392361012677779
38,3,1,3.41161694368055
38,4,1,1.134782975307979
38,5,1,1.1852223169014273
38,6,1,2.0540472064635193
38,7,1,2.121747900536866
38,10,1,2.9640335767080206
38,11,1,2.9679992565719044
38,12,1,1.5451342098535514
38,13,1,1.660464839179859
38,14,1,2.918178891324572
38,15,1,2.956235849456477
38,16,1,3.449739423681226
38,17,1,3.609540655863363
38,18,1,1.9980216345897788
38,19,1,2.0573231213682983
38,22,1,1.9814103233202078
38,28,1,1.8164125106631999
38,29,1,1.9909456298300632
38,30,1,0.4600949195677376
38,31,1,0.5927318918669411
38,32,1,1.530385094366546
38,33,1,1.6359477877688102
38,34,1,1.4857195327077293
38,35,1,0.33171633313745297
38,36,1,2.075900535035214
38,37,1,2.1167941664730594
38,39,1,0.022330281357575157
38,41,1,1.9778199212987047
38,50,1,1.2261886602471466
38,51,1,0.6323613748493171
38,52,1,0.84428498583714
38,54,1,1.0229601761658285
38,55,1,2.7918043457033854
38,56,1,2.757909633041673
38,57,1,2.7561025149062885
38,58,1,2.790835175500072
38,59,1,2.8147476225280466
38,60,1,2.785022832285729
38,61,1,2.7668702395636013
38,62,1,2.800643102973446
38,63,1,2.8152012766657672
38,66,1,2.841286389584728
38,67,1,2.9236377378082232
38,68,1,2.990009427001131
38,70,1,2.865333004690033
38,71,1,2.641406751425607
38,72,1,2.698619661686956
38,73,1,2.712949133706542
38,78,1,2.7829521984056464
38,79,1,2.7679125193180347
38,80,1,2.3040941901205283
38,81,1,2.2286494181731995
38,82,1,2.3567866270378803
38,83,1,2.3356732313956563
38,86,1,1.8489430473051065
38,87,1,1.8580611205525246
38,88,1,1.9566959029011894
38,89,1,1.9684684152354384
38,90,1,1.8775521804413169
38,91,1,1.9508224118937845
38,93,1,2.1140124815474493
38,94,1,2.590988030474782
38,95,1,3.078365042169017
38,96,1,1.0879393024802537
38,97,1,1.1067107822816453
38,98,1,1.1340157267220459
38,99,1,1.1246989454638903
38,100,1,1.180683990187193
38,102,1,2.762821720061818
38,103,1,2.360782211296911
38,105,1,2.8358469140077833
38,106,1,3.5115697510869586
38,107,1,3.9427848804256937
38,111,1,1.8357565480480909
38,112,1,1.8671092978554653
38,113,1,2.082108955268265
38,114,1,2.4504696878844747
38,115,1,1.9448015413150734
38,116,1,1.9791942737395456
38,117,1,1.917767253967465
38,121,1,2.936471543736208
38,122,1,2.972548295308281
38,130,1,1.9256719229067285
38,131,1,2.8630113524244187
38,144,1,2.7619287837494166
38,146,1,2.750688658915634
38,147,1,2.885742620477516
38,148,1,2.9998425277265395
38,150,1,3.223692457833203
38,151,1,4.090124995783543
38,152,1,3.01819275725719
38,154,1,2.825132927994884
38,155,1,2.9064757393336933
38,156,1,3.132253030024287
38,157,1,3.2975622947250782
38,158,1,3.1504433826244655
38,159,1,1.7422887988465547
38,160,1,1.8093058873735286
38,161,1,3.6890426061970403
38,162,1,1.903801455099606
38,163,1,2.0088005176034898
38,164,1,1.9990050874892815
38,165,1,2.027584762564601
38,166,1,2.1560219080492624
38,167,1,2.0650232799514976
38,169,1,1.9736023303807773
38,170,1,2.059659234863804
38,171,1,2.078555241922598
38,173,1,0.9084433034549212
38,174,1,1.457010331431341
38,175,1,1.4002901741885316
38,176,1,1.352868052165129
38,177,1,1.2755563532921215
38,178,1,1.1564202780998067
38,180,1,2.712323016012332
38,181,1,3.0842323737636903
38,182,1,2.9939300271051668
38,183,1,2.9799529806140588
38,184,1,1.6755716469395618
38,186,1,1.1518915922055004
38,187,1,1.4673849248760362
38,188,1,0.8774810068546289
38,189,1,0.6676224952021148
38,190,1,0.7079168376921151
38,191,1,2.1981567544769907
38,192,1,2.2678734511174947
38,193,1,3.526711729986029
38,194,1,3.101607273678297
38,195,1,2.403147187666994
38,196,1,3.0230467315572143
38,198,1,3.4139735885518285
38,199,1,1.2498416620988373
38,200,1,1.279841322829323
38,201,1,3.125003936840125
38,203,1,3.0816089102742206
38,204,1,2.6963420179789765
38,207,1,2.437441190954056
38,208,1,2.275808917120417
38,209,1,1.4753261039574344
38,210,1,1.9944388202506265
38,211,1,2.089424730790262
38,215,1,3.6563026495222544
38,216,1,3.188181836631343
38,217,1,1.463983857845896
85,20,1,0.739643704872805
85,21,1,0.8243308095244013
85,23,1,0.9710698019063715
85,24,1,1.0412882972730022
85,42,1,0.8539695465221767
85,45,1,1.2471114711620914
85,46,1,1.268790223528486
85,84,1,0.05623811624641157
85,119,1,0.24959725726074042
85,120,1,0.2631610577420972
85,124,1,0.09268874714686351
85,125,1,0.2099722971321577
85,126,1,0.4090635602172319
85,127,1,0.49372900277960735
85,132,1,0.34601854901181023
85,133,1,0.22382770266071805
85,134,1,0.3277307467657549
85,136,1,0.8169357055273175
85,137,1,0.5452681119796521
85,138,1,0.5164158754520486
103,1,1,1.3367369072880813
103,2,1,2.160941314951205
103,3,1,2.180197245953976
103,4,1,1.841119343399868
103,5,1,1.8915586849933164
103,6,1,0.7679780746410687
103,7,1,0.8356787687144156
103,10,1,1.7326138789814467
103,11,1,1.7365795588453299
103,12,1,2.4102447950046963
103,13,1,2.525575424331004
103,14,1,1.686759193597997
103,15,1,1.724816151729902
103,16,1,2.2183197259546508
103,17,1,2.3781209581367877
103,18,1,0.711952502767328
103,19,1,0.8259034236417238
103,22,1,2.6877466914120967
103,28,1,2.1784828760769726
103,29,1,2.353015995243836
103,32,1,2.0431579003548928
103,33,1,1.998018153182583
103,34,1,1.9984923386960762
103,36,1,2.4379709004489865
103,37,1,2.4788645318868316
103,41,1,2.8429305064498496
103,50,1,1.7389614662354935
103,54,1,1.7292965442577175
103,55,1,1.5603846479768109
103,56,1,1.5264899353150987
103,57,1,1.524682817179714
103,58,1,1.5594154777734979
103,59,1,1.583327924801472
103,60,1,1.5536031345591546
103,61,1,1.535450541837027
103,62,1,1.5692234052468719
103,63,1,1.5837815789391934
103,66,1,1.609866691858154
103,67,1,1.692218040081649
103,68,1,1.758589729274557
103,70,1,1.6339133069634586
103,71,1,1.4099870536990324
103,72,1,1.4671999639603819
103,73,1,1.4815294359799676
103,78,1,1.5515325006790721
103,79,1,1.5364928215914604
103,80,1,0.056688021176382865
103,81,1,0.1321327931237118
103,82,1,0.003995584259030765
103,83,1,0.025108979901254998
103,86,1,0.5628739154826559
103,87,1,0.5719919887300741
103,88,1,0.6706267710787387
103,89,1,0.6823992834129875
103,90,1,0.8039713617072838
103,91,1,0.8772415931597515
103,93,1,2.4760828469612215
103,94,1,1.3049188986523317
103,95,1,1.7922959103465668
103,96,1,1.7942756705721428
103,97,1,1.8130471503735344
103,98,1,1.840352094813935
103,99,1,1.6374717514522372
103,100,1,1.69345679617554
103,102,1,1.4767525882393673
103,105,1,1.5497777821853327
103,106,1,2.280150053360385
103,107,1,2.71136518269912
103,111,1,0.5496874162256401
103,112,1,0.5810401660330146
103,113,1,0.38772164143597476
103,114,1,1.1644005560620239
103,115,1,0.6587324094926227
103,116,1,0.6931251419170948
103,117,1,0.6316981221450143
103,121,1,1.7050518460096338
103,122,1,1.7411285975817068
103,130,1,0.6396027910842779
103,131,1,1.5769422206019683
103,144,1,1.5305090860228423
103,146,1,1.5192689611890595
103,147,1,1.6543229227509422
103,148,1,1.7684228299999651
103,150,1,1.992272760106628
103,151,1,2.858705298056968
103,152,1,1.7867730595306157
103,154,1,1.5937132302683092
103,155,1,1.6750560416071194
103,156,1,1.9008333322977131
103,157,1,2.066142596998504
103,158,1,1.9190236848978914
103,159,1,2.6073993839976994
103,160,1,0.7357250686394956
103,161,1,2.457622908470465
103,162,1,0.6177323232771554
103,163,1,0.722731385781039
103,164,1,0.9254242687552485
103,165,1,0.33319744873231094
103,166,1,0.20476030324764904
103,167,1,0.2957589313454141
103,169,1,0.6875331985583266
103,170,1,2.4217296002775766
103,171,1,2.440625607336371
103,174,1,2.1633466995232298
103,175,1,2.1066265422804205
103,176,1,2.059204420257018
103,177,1,1.7883291592804684
103,178,1,1.8627566461916958
103,180,1,1.4809033182857576
103,181,1,1.8528126760371162
103,182,1,1.7625103293785924
103,183,1,1.7485332828874842
103,184,1,2.5406822320907065
103,186,1,2.0170021773566456
103,187,1,2.332495510027181
103,191,1,0.9120876226545401
103,192,1,0.9818043192950441
103,193,1,2.2952920322594537
103,194,1,1.8701875759517215
103,195,1,1.1717274899404195
103,196,1,1.791627033830639
103,198,1,2.1825538908252544
103,199,1,1.7626144680871842
103,200,1,1.79261412881767
103,201,1,1.89358423911355
103,203,1,1.7955397784517702
103,204,1,1.4649223202524022
103,207,1,1.1513720591316052
103,208,1,0.9897397852979664
103,209,1,2.340436689108579
103,210,1,2.7007751883425155
103,211,1,0.8033555989678113
103,215,1,2.424882951795679
103,216,1,1.9021127048088928
103,217,1,2.1703202259377847
110,1,1,3.0962070755158733
110,2,1,1.9112456856204583
110,3,1,1.9305016166232296
110,4,1,3.3162967287832283
110,5,1,3.3667360703766764
110,6,1,2.3149599297804424
110,7,1,2.382660623853789
110,9,1,1.001460255057974
110,10,1,1.3959031547870555
110,11,1,1.4868839295145835
110,12,1,3.885422180388056
110,13,1,4.000752809714364
110,14,1,1.3459093440478704
110,15,1,1.3839663021797755
110,16,1,1.8774698764045241
110,17,1,2.037271108586661
110,18,1,2.47142267099512
110,19,1,2.5853735918695158
110,22,1,4.162924076795457
110,28,1,3.653660261460333
110,29,1,3.828193380627196
110,32,1,3.5183352857382535
110,33,1,3.473195538565943
110,34,1,3.473669724079437
110,36,1,3.9131482858323468
110,37,1,3.954041917270192
110,41,1,4.318107891833209
110,50,1,3.2141388516188543
110,54,1,3.204473929641078
110,55,1,1.2009087343258726
110,56,1,1.2058445663284327
110,57,1,1.204037448193048
110,58,1,1.238770108786832
110,59,1,1.2424780752513453
110,60,1,1.249656736889923
110,61,1,1.1927448344507687
110,62,1,1.2265176978606136
110,63,1,1.2470708547448022
110,66,1,1.3059202941889223
110,67,1,1.3882716424124175
110,68,1,1.4546433316053253
110,70,1,1.2744373933125204
110,71,1,3.1694572219268244
110,72,1,3.2266701321881737
110,73,1,3.2409996042077593
110,75,1,1.0934939322952266
110,76,1,1.1338072886245294
110,77,1,1.1482567352921074
110,78,1,1.1812422650745027
110,79,1,1.1937871142052021
110,80,1,2.777495226525869
110,81,1,2.7020504545785404
110,82,1,2.8301876634432213
110,83,1,2.8090742678009972
110,86,1,2.3223440837104476
110,87,1,2.331462156957866
110,88,1,2.2176086262181123
110,89,1,2.229381138552361
110,90,1,2.3509532168466576
110,91,1,2.4242234482991254
110,93,1,3.951260232344582
110,94,1,2.780096284035692
110,95,1,3.267473295729927
110,96,1,3.2694530559555033
110,97,1,3.2882245357568944
110,98,1,3.315529480197295
110,99,1,3.1126491368355977
110,100,1,3.1686341815589003
110,102,1,2.951929973622728
110,103,1,2.834183247702252
110,105,1,3.0249551675686934
110,106,1,1.9434393291659937
110,107,1,2.374654458504729
110,108,1,0.4283844774876658
110,109,1,0.7554466155380467
110,111,1,2.3091575844534318
110,112,1,2.3405103342608062
110,113,1,2.5555099916736057
110,114,1,2.711382411201398
110,115,1,2.2057142646319963
110,116,1,2.2401069970564684
110,117,1,2.178679977284388
110,121,1,1.3455759323586955
110,122,1,1.3816526839307686
110,130,1,2.3990729593120697
110,131,1,3.33641238882976
110,144,1,1.187803378636584
110,146,1,1.1986235922023936
110,147,1,1.3503765250817106
110,148,1,1.408946916349027
110,150,1,1.6514229105565013
110,151,1,2.5178554485068414
110,152,1,1.4828266618613841
110,154,1,1.2528633807181826
110,155,1,1.3383453174127282
110,156,1,1.564122608103322
110,157,1,1.7621961993292725
110,158,1,1.6150772872286598
110,159,1,4.082576769381061
110,160,1,2.2827069237788695
110,161,1,2.116773058920338
110,162,1,2.3772024915049474
110,163,1,2.269713240920413
110,164,1,2.4724061238946224
110,165,1,2.5009857989699418
110,166,1,2.6294229444546033
110,167,1,2.5384243163568385
110,169,1,2.2345150536977
110,170,1,3.896906985660937
110,171,1,3.915802992719731
110,174,1,3.63852408490659
110,175,1,3.5818039276637808
110,176,1,3.534381805640378
110,177,1,3.263506544663829
110,178,1,3.337934031575056
110,179,1,1.1353725828600545
110,180,1,3.2403734865135494
110,181,1,1.5488662783678846
110,182,1,1.4585639317093608
110,183,1,1.389057369236546
110,184,1,4.015859617474067
110,186,1,3.4921795627400054
110,187,1,3.807672895410541
110,191,1,2.3872650080379003
110,192,1,2.4569817046784044
110,193,1,1.954442182709327
110,194,1,1.5293377264015948
110,195,1,2.9311976581682115
110,196,1,1.4507771842805124
110,198,1,1.9328582614945078
110,199,1,3.237791853470545
110,200,1,3.267791514201031
110,201,1,1.5527343895634234
110,203,1,3.555009946679562
110,204,1,3.224392488480194
110,205,1,1.0311258613779561
110,207,1,2.698353914270979
110,208,1,2.4649171706813267
110,209,1,3.815614074491939
110,210,1,4.175952573725876
110,211,1,2.350337454107185
110,212,1,0.8118909382106951
110,213,1,0.9001941537369357
110,214,1,0.9568165637776977
110,215,1,2.0840331022455523
110,216,1,3.377290090192253
110,217,1,3.645497611321145
128,1,1,2.577827150804057
128,2,1,1.4853138148690945
128,3,1,1.5045697458718659
128,4,1,2.7979168040714115
128,5,1,2.8483561456648596
128,6,1,1.7965800050686263
128,7,1,1.8642806991419731
128,8,1,0.4447460201076218
128,9,1,0.5755283843066102
128,10,1,0.9699712840356917
128,11,1,1.0609520587632197
128,12,1,3.3670422556762394
128,13,1,3.482372885002547
128,14,1,0.9199774732965068
128,15,1,0.9580344314284118
128,16,1,1.3590899516927082
128,17,1,1.518891183874845
128,18,1,1.9530427462833035
128,19,1,2.0669936671576994
128,22,1,3.64454415208364
128,28,1,3.135280336748516
128,29,1,3.3098134559153793
128,32,1,2.9999553610264367
128,33,1,2.954815613854126
128,34,1,2.95528979936762
128,36,1,3.39476836112053
128,37,1,3.435661992558375
128,41,1,3.7997279671213926
128,50,1,2.6957589269070374
128,54,1,2.686094004929261
128,55,1,0.774976863574509
128,56,1,0.779912695577069
128,57,1,0.7781055774416843
128,58,1,0.8128382380354681
128,59,1,0.8165462044999815
128,60,1,0.823724866138559
128,61,1,0.7668129636994048
128,62,1,0.8005858271092497
128,63,1,0.8211389839934383
128,66,1,0.8799884234375582
128,67,1,0.9623397716610536
128,68,1,1.0287114608539614
128,70,1,0.8485055225611565
128,71,1,2.651077297215008
128,72,1,2.7082902074763573
128,73,1,2.722619679495943
128,75,1,0.6675620615438628
128,76,1,0.7078754178731654
128,77,1,0.7223248645407434
128,78,1,0.7553103943231387
128,79,1,0.7678552434538383
128,80,1,2.2591153018140533
128,81,1,2.1836705298667245
128,82,1,2.3118077387314053
128,83,1,2.2906943430891813
128,86,1,1.8039641589986313
128,87,1,1.8130822322460494
128,88,1,1.6992287015062963
128,89,1,1.7110012138405453
128,90,1,1.8325732921348417
128,91,1,1.9058435235873092
128,93,1,3.432880307632765
128,94,1,2.2617163593238754
128,95,1,2.7490933710181102
128,96,1,2.7510731312436865
128,97,1,2.7698446110450776
128,98,1,2.797149555485478
128,99,1,2.594269212123781
128,100,1,2.6502542568470835
128,102,1,2.433550048910911
128,103,1,2.315803322990436
128,105,1,2.5065752428568766
128,106,1,1.5175074584146295
128,107,1,1.9487225877533647
128,111,1,1.7907776597416156
128,112,1,1.82213040954899
128,113,1,2.0371300669617893
128,114,1,2.193002486489582
128,115,1,1.6873343399201803
128,116,1,1.7217270723446525
128,117,1,1.660300052572572
128,121,1,0.9196440616073316
128,122,1,0.9557208131794046
128,129,1,0.02135548734263736
128,130,1,1.8806930346002533
128,131,1,2.8180324641179437
128,144,1,0.7618715078852201
128,146,1,0.7726917214510297
128,147,1,0.9244446543303466
128,148,1,0.9830150455976631
128,150,1,1.2254910398051377
128,151,1,2.0919235777554777
128,152,1,1.0568947911100202
128,154,1,0.8269315099668189
128,155,1,0.9124134466613643
128,156,1,1.138190737351958
128,157,1,1.3362643285779086
128,158,1,1.1891454164772959
128,159,1,3.5641968446692425
128,160,1,1.7643269990670534
128,161,1,1.598393134208522
128,162,1,1.8588225667931308
128,163,1,1.7513333162085967
128,164,1,1.9540261991828063
128,165,1,1.9826058742581256
128,166,1,2.1110430197427874
128,167,1,2.0200443916450226
128,169,1,1.7161351289858842
128,170,1,3.37852706094912
128,171,1,3.3974230680079143
128,174,1,3.1201441601947733
128,175,1,3.063424002951964
128,176,1,3.0160018809285614
128,177,1,2.7451266199520123
128,178,1,2.8195541068632393
128,179,1,0.7094407121086906
128,180,1,2.721993561801733
128,181,1,1.1229344076165206
128,182,1,1.0326320609579969
128,183,1,0.9631254984851821
128,184,1,3.4974796927622496
128,186,1,2.9737996380281886
128,187,1,3.289292970698724
128,191,1,1.8688850833260842
128,192,1,1.938601779966588
128,193,1,1.436062257997511
128,194,1,1.010957801689779
128,195,1,2.412817733456395
128,196,1,0.9323972595686965
128,198,1,1.506926390743144
128,199,1,2.719411928758728
128,200,1,2.749411589489214
128,201,1,1.1268025188120598
128,203,1,3.0366300219677456
128,204,1,2.7060125637683776
128,205,1,0.6051939906265923
128,207,1,2.179973989559163
128,208,1,1.9465372459695103
128,209,1,3.297234149780122
128,210,1,3.657572649014059
128,211,1,1.8319575293953687
128,215,1,1.5656531775337361
128,216,1,2.8589101654804363
128,217,1,3.127117686609328
141,20,1,1.4952173768957047
141,21,1,1.579904481547301
141,23,1,1.726643473929271
141,24,1,1.7968619692959018
141,42,1,1.6095432185450764
141,43,1,0.3106010331357368
141,44,1,0.4237604545962941
141,45,1,2.002685143184991
141,46,1,2.0243638955513856
141,47,1,0.019820811637068614
141,48,1,0.15773333581882426
141,84,1,0.8118117882693112
141,85,1,0.8680499045157228
141,92,1,0.27556676960741666
141,118,1,0.6803978908538075
141,119,1,1.0051709292836402
141,120,1,1.018734729764997
141,124,1,0.8482624191697632
141,125,1,0.9655459691550574
141,126,1,1.1646372322401317
141,127,1,1.2493026748025071
141,132,1,1.10159222103471
141,133,1,0.9794013746836178
141,134,1,1.0833044187886547
141,135,1,0.7240303374882456
141,136,1,1.5725093775502172
141,137,1,1.3008417840025517
141,138,1,1.2719895474749483
141,139,1,0.7600810528953897
141,140,1,0.778735444343644
142,1,1,2.6122327376550993
142,2,1,3.436437145318223
142,3,1,3.455693076320994
142,4,1,1.1788591079484225
142,5,1,1.2292984495418708
142,6,1,2.098123339103963
142,7,1,2.1658240331773095
142,10,1,3.008109709348464
142,11,1,3.012075389212348
142,12,1,1.589210342493995
142,13,1,1.7045409718203026
142,14,1,2.9622550239650156
142,15,1,3.0003119820969206
142,16,1,3.4938155563216697
142,17,1,3.6536167885038067
142,18,1,2.042097767230222
142,19,1,2.101399254008742
142,22,1,2.0254864559606514
142,25,1,0.1878421818105559
142,26,1,0.23072312058048644
142,27,1,0.14110705747387128
142,28,1,1.8604886433036434
142,29,1,2.0350217624705067
142,30,1,0.5041710522081813
142,31,1,0.6368080245073846
142,32,1,1.5744612270069895
142,33,1,1.6800239204092537
142,34,1,1.5297956653481728
142,35,1,0.3757924657778966
142,36,1,2.1199766676756573
142,37,1,2.1608702991135025
142,40,1,0.6900473101550946
142,41,1,2.021896053939148
142,50,1,1.27026479288759
142,51,1,0.6764375074897607
142,52,1,0.8883611184775835
142,54,1,1.067036308806272
142,55,1,2.835880478343829
142,56,1,2.8019857656821165
142,57,1,2.800178647546732
142,58,1,2.8349113081405157
142,59,1,2.85882375516849
142,60,1,2.8290989649261724
142,61,1,2.810946372204045
142,62,1,2.8447192356138897
142,63,1,2.8592774093062108
142,66,1,2.8853625222251713
142,67,1,2.9677138704486667
142,68,1,3.0340855596415746
142,70,1,2.9094091373304765
142,71,1,2.6854828840660505
142,72,1,2.7426957943273997
142,73,1,2.7570252663469854
142,78,1,2.82702833104609
142,79,1,2.8119886519584782
142,80,1,2.348170322760972
142,81,1,2.272725550813643
142,82,1,2.400862759678324
142,83,1,2.3797493640361
142,86,1,1.89301917994555
142,87,1,1.9021372531929681
142,88,1,2.000772035541633
142,89,1,2.012544547875882
142,90,1,1.9216283130817604
142,91,1,1.994898544534228
142,93,1,2.1580886141878923
142,94,1,2.635064163115226
142,95,1,3.122441174809461
142,96,1,1.1320154351206972
142,97,1,1.1507869149220888
142,98,1,1.1780918593624894
142,99,1,1.1687750781043338
142,100,1,1.2247601228276366
142,102,1,2.806897852702262
142,103,1,2.4048583439373545
142,105,1,2.8799230466482273
142,106,1,3.555645883727402
142,107,1,3.9868610130661373
142,111,1,1.8798326806885344
142,112,1,1.9111854304959088
142,113,1,2.1261850879087083
142,114,1,2.4945458205249182
142,115,1,1.988877673955517
142,116,1,2.023270406379989
142,117,1,1.9618433866079086
142,121,1,2.9805476763766516
142,122,1,3.0166244279487247
142,130,1,1.969748055547172
142,131,1,2.9070874850648627
142,143,1,0.1149657064386643
142,144,1,2.80600491638986
142,146,1,2.7947647915560774
142,147,1,2.9298187531179596
142,148,1,3.043918660366983
142,150,1,3.2677685904736467
142,151,1,4.134201128423987
142,152,1,3.0622688898976334
142,154,1,2.8692090606353275
142,155,1,2.950551871974137
142,156,1,3.1763291626647305
142,157,1,3.3416384273655217
142,158,1,3.194519515264909
142,159,1,1.7863649314869983
142,160,1,1.8533820200139721
142,161,1,3.733118738837484
142,162,1,1.9478775877400496
142,163,1,2.0528766502439337
142,164,1,2.043081220129725
142,165,1,2.0716608952050444
142,166,1,2.200098040689706
142,167,1,2.109099412591941
142,169,1,2.017678463021221
142,170,1,2.1037353675042474
142,171,1,2.1226313745630416
142,173,1,0.9525194360953647
142,174,1,1.5010864640717845
142,175,1,1.4443663068289752
142,176,1,1.3969441848055726
142,177,1,1.319632485932565
142,178,1,1.2004964107402503
142,180,1,2.7563991486527755
142,181,1,3.128308506404134
142,182,1,3.0380061597456103
142,183,1,3.0240291132545023
142,184,1,1.7196477795800054
142,186,1,1.195967724845944
142,187,1,1.5114610575164797
142,188,1,0.9215571394950726
142,189,1,0.7116986278425584
142,190,1,0.7519929703325587
142,191,1,2.242232887117434
142,192,1,2.3119495837579382
142,193,1,3.5707878626264726
142,194,1,3.1456834063187404
142,195,1,2.4472233203074376
142,196,1,3.067122864197658
142,198,1,3.4580497211922725
142,199,1,1.2939177947392808
142,200,1,1.3239174554697666
142,201,1,3.1690800694805685
142,202,1,0.8220662880435458
142,203,1,3.1256850429146645
142,204,1,2.74041815061942
142,207,1,2.4815173235944994
142,208,1,2.3198850497608605
142,209,1,1.5194022365978779
142,210,1,2.03851495289107
142,211,1,2.1335008634307058
142,215,1,3.700378782162698
142,216,1,3.232257969271787
142,217,1,1.5080599904863394
157,1,1,2.5190837603791443
157,2,1,1.271924085117413
157,3,1,1.2911800161201843
157,4,1,2.7391734136464994
157,5,1,2.7896127552399475
157,6,1,1.7378366146437139
157,7,1,1.8055373087170608
157,10,1,0.75658155428401
157,11,1,0.847562329011538
157,12,1,3.308298865251327
157,13,1,3.423629494577635
157,14,1,0.768786028911142
157,15,1,0.806842987043047
157,16,1,1.3003465612677958
157,17,1,1.4601477934499325
157,18,1,1.8942993558583912
157,19,1,2.0082502767327868
157,22,1,3.585800761658728
157,28,1,3.076536946323604
157,29,1,3.251070065490467
157,32,1,2.9412119706015245
157,33,1,2.896072223429214
157,34,1,2.896546408942708
157,36,1,3.336024970695618
157,37,1,3.3769186021334634
157,41,1,3.7409845766964804
157,50,1,2.6370155364821253
157,54,1,2.627350614504349
157,55,1,0.6424114832899557
157,56,1,0.6085167706282434
157,57,1,0.6067096524928587
157,58,1,0.6414423130866425
157,59,1,0.6653547601146167
157,60,1,0.5775708098617179
157,61,1,0.5954170387505792
157,62,1,0.6327645039492675
157,63,1,0.6077492542417566
157,66,1,0.6338343671607172
157,67,1,0.373924556916855
157,68,1,0.4402962461097628
157,70,1,0.7159401422766032
157,71,1,2.5923339067900955
157,72,1,2.6495468170514447
157,73,1,2.6638762890710304
157,78,1,0.6150735993814678
157,79,1,0.600033920293856
157,80,1,2.2003719113891407
157,81,1,2.124927139441812
157,82,1,2.2530643483064927
157,83,1,2.2319509526642687
157,86,1,1.7452207685737189
157,87,1,1.754338841821137
157,88,1,1.640485311081384
157,89,1,1.6522578234156329
157,90,1,1.7738299017099293
157,91,1,1.8471001331623969
157,93,1,3.3741369172078532
157,94,1,2.202972968898963
157,95,1,2.690349980593198
157,96,1,2.6923297408187743
157,97,1,2.7111012206201655
157,98,1,2.738406165060566
157,99,1,2.5355258216988688
157,100,1,2.5915108664221713
157,102,1,2.374806658485999
157,103,1,2.2570599325655234
157,105,1,2.4478318524319644
157,106,1,1.304117728662948
157,107,1,1.7353328580016831
157,111,1,1.7320342693167032
157,112,1,1.7633870191240777
157,113,1,1.978386676536877
157,114,1,2.1342590960646692
157,115,1,1.628590949495268
157,116,1,1.66298368191974
157,117,1,1.6015566621476596
157,121,1,0.7870786813227783
157,122,1,0.8231554328948513
157,130,1,1.8219496441753409
157,131,1,2.759289073693031
157,144,1,0.6125359213359869
157,146,1,0.6012957965022041
157,147,1,0.6782905980535056
157,148,1,0.8504496653131097
157,150,1,1.074299595419773
157,151,1,1.9407321333701129
157,152,1,0.46847957636582166
157,154,1,0.675740065581454
157,155,1,0.6990237169096826
157,156,1,0.9248010076002762
157,158,1,0.1471189121006127
157,159,1,3.5054534542443303
157,160,1,1.705583608642141
157,161,1,1.5396497437836096
157,162,1,1.8000791763682185
157,163,1,1.6925899257836843
157,164,1,1.895282808757894
157,165,1,1.9238624838332132
157,166,1,2.052299629317875
157,167,1,1.96130100122011
157,169,1,1.6573917385609718
157,170,1,3.319783670524208
157,171,1,3.338679677583002
157,174,1,3.061400769769861
157,175,1,3.0046806125270518
157,176,1,2.957258490503649
157,177,1,2.6863832295271
157,178,1,2.760810716438327
157,180,1,2.6632501713768204
157,181,1,0.21332992096138792
157,182,1,0.30363226761991163
157,183,1,0.8305601182006288
157,184,1,3.4387363023373374
157,186,1,2.9150562476032764
157,187,1,3.230549580273812
157,191,1,1.8101416929011718
157,192,1,1.8798583895416756
157,193,1,1.3773188675725987
157,194,1,0.9522144112648664
157,195,1,2.3540743430314826
157,196,1,0.873653869143784
157,198,1,1.2935366609914625
